year,week,avg_close_price,avg_open_price,total_volume
2018,7,71.62239990234374,70.81109924316407,574826000
2022,19,108.60110015869141,108.49700012207032,568972000
2022,21,108.93119964599609,107.53230133056641,490514000
2025,19,189.04200134277343,188.28999938964844,179186900
2005,40,2.2315999984741213,2.250699996948242,567776000
2005,49,2.440100002288818,2.447100019454956,669642000
2006,36,1.5408750176429749,1.5516250133514404,614214000
2009,16,3.861700010299683,3.8545000553131104,733584000
2009,38,4.38829984664917,4.35379991531372,715506000
2013,21,13.229899978637695,13.254700088500977,219576000
2014,9,17.92130012512207,17.75870018005371,359802000
2022,27,114.92500114440918,112.31499862670898,247134600
2025,29,225.04800415039062,225.12200317382812,179835400
1999,29,2.993125343322754,3.061875247955322,2628448000
1999,46,3.8481249809265137,3.8243750095367433,798086000
2000,27,1.8210937678813934,1.8335937559604645,332274000
2008,11,3.3367000102996824,3.303399991989136,998818000
2009,43,4.950200080871582,4.912399959564209,1927610000
2010,35,6.551099872589111,6.442999935150146,535570000
2015,10,19.209099960327148,19.21639976501465,233306000
2015,11,18.592599868774414,18.66800003051758,266984000
2017,4,41.517601013183594,41.29120025634766,325536000
2018,8,74.20762634277344,74.02737426757812,441596000
2019,25,95.25679931640624,95.3511978149414,331522000
2024,33,172.3559997558594,171.99199829101562,181342200
1999,34,3.141875219345093,3.0912502288818358,1946488000
2003,25,1.7807000160217286,1.7759999752044677,791704000
2005,47,2.4142500162124634,2.3986249566078186,820792000
2010,15,7.136299991607666,7.110000038146973,687150000
2011,7,9.403299903869629,9.410599708557129,403690000
